[ 2382.844398]      36743-dbg:this is tx_work_queue
[ 2399.369017]      45008-dbg:tx_work_queue over
[ 2399.380994]      45009-dbg:this is test timer
[ 2399.380999]      45010-dbg:test timer over
[ 2399.381015]      45011-dbg:this is tx_work_queue
[ 2399.381018]      45012-dbg:tx_work_queue looping...
[ 2399.381020]      45013-dbg:tx_work_queue looping end-1
[ 2399.381021]      45014-dbg:tx_work_queue over
[ 2399.393011]      45015-dbg:this is test timer
[ 2399.393034]      45016-dbg:test timer over
[ 2399.393064]      45017-dbg:this is tx_work_queue
[ 2399.393067]      45018-dbg:tx_work_queue looping...
[ 2399.393069]      45019-dbg:tx_work_queue looping end-1
[ 2399.393070]      45020-dbg:tx_work_queue over
[ 2399.404995]      45021-dbg:this is test timer
[ 2399.405006]      45022-dbg:test timer over
[ 2399.405012]      45023-dbg:this is tx_work_queue
[ 2399.405015]      45024-dbg:tx_work_queue looping...
[ 2399.405017]      45025-dbg:tx_work_queue looping end-1
[ 2399.405018]      45026-dbg:tx_work_queue over
[ 2399.416995]      45027-dbg:this is test timer
[ 2399.417017]      45028-dbg:test timer over
[ 2399.417046]      45029-dbg:this is tx_work_queue
[ 2399.417049]      45030-dbg:tx_work_queue looping...
[ 2399.417051]      45031-dbg:tx_work_queue looping end-1
[ 2399.417052]      45032-dbg:tx_work_queue over
[ 2399.428996]      45033-dbg:this is test timer
[ 2399.429006]      45034-dbg:test timer over
[ 2399.429012]      45035-dbg:this is tx_work_queue
[ 2399.429015]      45036-dbg:tx_work_queue looping...
[ 2399.429016]      45037-dbg:tx_work_queue looping end-1
[ 2399.429018]      45038-dbg:tx_work_queue over
[ 2399.440996]      45039-dbg:this is test timer
[ 2399.441007]      45040-dbg:test timer over
[ 2399.441013]      45041-dbg:this is tx_work_queue
[ 2399.441016]      45042-dbg:tx_work_queue looping...
[ 2399.441017]      45043-dbg:tx_work_queue looping end-1
[ 2399.441018]      45044-dbg:tx_work_queue over
[ 2399.453000]      45045-dbg:this is test timer
[ 2399.453005]      45046-dbg:test timer over
[ 2399.453042]      45047-dbg:this is tx_work_queue
[ 2399.453045]      45048-dbg:tx_work_queue looping...
[ 2399.453046]      45049-dbg:tx_work_queue looping end-1
[ 2399.453047]      45050-dbg:tx_work_queue over
[ 2399.464997]      45051-dbg:this is test timer
[ 2399.465009]      45052-dbg:test timer over
[ 2399.465016]      45053-dbg:this is tx_work_queue
[ 2399.465018]      45054-dbg:tx_work_queue looping...
[ 2399.465020]      45055-dbg:tx_work_queue looping end-1
[ 2399.465021]      45056-dbg:tx_work_queue over
[ 2399.476998]      45057-dbg:this is test timer
[ 2399.477020]      45058-dbg:test timer over
[ 2399.477200]      45059-dbg:this is tx_work_queue
[ 2399.477205]      45060-dbg:tx_work_queue looping...
[ 2399.477207]      45061-dbg:tx_work_queue looping end-1
[ 2399.477209]      45062-dbg:tx_work_queue over
[ 2399.488994]      45063-dbg:this is test timer
[ 2399.488999]      45064-dbg:test timer over
[ 2399.489015]      45065-dbg:this is tx_work_queue
[ 2399.489018]      45066-dbg:tx_work_queue looping...
[ 2399.489019]      45067-dbg:tx_work_queue looping end-1
[ 2399.489021]      45068-dbg:tx_work_queue over
[ 2399.500999]      45069-dbg:this is test timer
[ 2399.501009]      45070-dbg:test timer over
[ 2399.501016]      45071-dbg:this is tx_work_queue
[ 2399.501018]      45072-dbg:tx_work_queue looping...
[ 2399.501020]      45073-dbg:tx_work_queue looping end-1
[ 2399.501021]      45074-dbg:tx_work_queue over
[ 2399.513002]      45075-dbg:this is test timer
[ 2399.513008]      45076-dbg:test timer over
[ 2399.513044]      45077-dbg:this is tx_work_queue
[ 2399.513047]      45078-dbg:tx_work_queue looping...
[ 2399.513048]      45079-dbg:tx_work_queue looping end-1
[ 2399.513049]      45080-dbg:tx_work_queue over
[ 2399.525000]      45081-dbg:this is test timer
[ 2399.525010]      45082-dbg:test timer over
[ 2399.525016]      45083-dbg:this is tx_work_queue
[ 2399.525019]      45084-dbg:tx_work_queue looping...
[ 2399.525020]      45085-dbg:tx_work_queue looping end-1
[ 2399.525022]      45086-dbg:tx_work_queue over
[ 2399.537000]      45087-dbg:this is test timer
[ 2399.537010]      45088-dbg:test timer over
[ 2399.537016]      45089-dbg:this is tx_work_queue
[ 2399.537019]      45090-dbg:tx_work_queue looping...
[ 2399.537020]      45091-dbg:tx_work_queue looping end-1
[ 2399.537022]      45092-dbg:tx_work_queue over
[ 2399.549001]      45093-dbg:this is test timer
[ 2399.549011]      45094-dbg:test timer over
[ 2399.549017]      45095-dbg:this is tx_work_queue
[ 2399.549020]      45096-dbg:tx_work_queue looping...
[ 2399.549022]      45097-dbg:tx_work_queue looping end-1
[ 2399.549023]      45098-dbg:tx_work_queue over
[ 2399.555668]      45099-dbg:dbg_thread looping end
[ 2399.555669]      45100-dbg: before sleep
[ 2399.561014]      45101-dbg:this is test timer
[ 2399.561020]      45102-dbg:test timer over
[ 2399.561037]      45103-dbg:this is tx_work_queue
[ 2399.561038]      45104-dbg:tx_work_queue looping...
[ 2399.561040]      45105-dbg:tx_work_queue looping end-1
[ 2399.561041]      45106-dbg:tx_work_queue over
[ 2399.569046]      45107-dbg: after sleep
[ 2399.569049]      45108-dbg:dbg_thread looping...
[ 2399.573011]      45109-dbg:this is test timer
[ 2399.573048]      45110-dbg:test timer over
[ 2399.573064]      45111-dbg:this is tx_work_queue
[ 2399.573065]      45112-dbg:tx_work_queue looping...
[ 2399.573067]      45113-dbg:tx_work_queue looping end-1
[ 2399.573068]      45114-dbg:tx_work_queue over
[ 2399.585008]      45115-dbg:this is test timer
[ 2399.585023]      45116-dbg:test timer over
[ 2399.585047]      45117-dbg:this is tx_work_queue
[ 2399.585048]      45118-dbg:tx_work_queue looping...
[ 2399.585050]      45119-dbg:tx_work_queue looping end-1
[ 2399.585051]      45120-dbg:tx_work_queue over
[ 2399.597047]      45121-dbg:this is test timer
[ 2399.597062]      45122-dbg:test timer over
[ 2399.597097]      45123-dbg:this is tx_work_queue
[ 2399.597098]      45124-dbg:tx_work_queue looping...
[ 2399.597100]      45125-dbg:tx_work_queue looping end-1
[ 2399.597102]      45126-dbg:tx_work_queue over
[ 2399.609007]      45127-dbg:this is test timer
[ 2399.609019]      45128-dbg:test timer over
[ 2399.609040]      45129-dbg:this is tx_work_queue
[ 2399.609041]      45130-dbg:tx_work_queue looping...
[ 2399.609043]      45131-dbg:tx_work_queue looping end-1
[ 2399.609044]      45132-dbg:tx_work_queue over
[ 2399.621019]      45133-dbg:this is test timer
[ 2399.621035]      45134-dbg:test timer over
[ 2399.621060]      45135-dbg:this is tx_work_queue
[ 2399.621061]      45136-dbg:tx_work_queue looping...
[ 2399.621063]      45137-dbg:tx_work_queue looping end-1
[ 2399.621064]      45138-dbg:tx_work_queue over
[ 2399.633030]      45139-dbg:this is test timer
[ 2399.633050]      45140-dbg:test timer over
[ 2399.633078]      45141-dbg:this is tx_work_queue
[ 2399.633080]      45142-dbg:tx_work_queue looping...
[ 2399.633082]      45143-dbg:tx_work_queue looping end-1
[ 2399.633083]      45144-dbg:tx_work_queue over
[ 2399.645008]      45145-dbg:this is test timer
[ 2399.645021]      45146-dbg:test timer over
[ 2399.645042]      45147-dbg:this is tx_work_queue
[ 2399.645044]      45148-dbg:tx_work_queue looping...
[ 2399.645046]      45149-dbg:tx_work_queue looping end-1
[ 2399.645047]      45150-dbg:tx_work_queue over
[ 2399.657021]      45151-dbg:this is test timer
[ 2399.657036]      45152-dbg:test timer over
[ 2399.657063]      45153-dbg:this is tx_work_queue
[ 2399.657064]      45154-dbg:tx_work_queue looping...
[ 2399.657066]      45155-dbg:tx_work_queue looping end-1
[ 2399.657067]      45156-dbg:tx_work_queue over
[ 2399.669010]      45157-dbg:this is test timer
[ 2399.669024]      45158-dbg:test timer over
[ 2399.669046]      45159-dbg:this is tx_work_queue
[ 2399.669047]      45160-dbg:tx_work_queue looping...
[ 2399.669049]      45161-dbg:tx_work_queue looping end-1
[ 2399.669050]      45162-dbg:tx_work_queue over
[ 2399.681013]      45163-dbg:this is test timer
[ 2399.681025]      45164-dbg:test timer over
[ 2399.681044]      45165-dbg:this is tx_work_queue
[ 2399.681046]      45166-dbg:tx_work_queue looping...
[ 2399.681048]      45167-dbg:tx_work_queue looping end-1
[ 2399.681049]      45168-dbg:tx_work_queue over
[ 2399.693014]      45169-dbg:this is test timer
[ 2399.693028]      45170-dbg:test timer over
[ 2399.693050]      45171-dbg:this is tx_work_queue
[ 2399.693052]      45172-dbg:tx_work_queue looping...
[ 2399.693053]      45173-dbg:tx_work_queue looping end-1
[ 2399.693054]      45174-dbg:tx_work_queue over
[ 2399.705020]      45175-dbg:this is test timer
[ 2399.705034]      45176-dbg:test timer over
[ 2399.705059]      45177-dbg:this is tx_work_queue
[ 2399.705060]      45178-dbg:tx_work_queue looping...
[ 2399.705062]      45179-dbg:tx_work_queue looping end-1
[ 2399.705063]      45180-dbg:tx_work_queue over
[ 2399.717013]      45181-dbg:this is test timer
[ 2399.717028]      45182-dbg:test timer over
[ 2399.717052]      45183-dbg:this is tx_work_queue
[ 2399.717054]      45184-dbg:tx_work_queue looping...
[ 2399.717056]      45185-dbg:tx_work_queue looping end-1
[ 2399.717057]      45186-dbg:tx_work_queue over
[ 2399.729023]      45187-dbg:this is test timer
[ 2399.729040]      45188-dbg:test timer over
[ 2399.729064]      45189-dbg:this is tx_work_queue
[ 2399.729066]      45190-dbg:tx_work_queue looping...
[ 2399.729068]      45191-dbg:tx_work_queue looping end-1
[ 2399.729069]      45192-dbg:tx_work_queue over
[ 2399.741012]      45193-dbg:this is test timer
[ 2399.741025]      45194-dbg:test timer over
[ 2399.741046]      45195-dbg:this is tx_work_queue
[ 2399.741047]      45196-dbg:tx_work_queue looping...
[ 2399.741049]      45197-dbg:tx_work_queue looping end-1
[ 2399.741050]      45198-dbg:tx_work_queue over
[ 2399.753045]      45199-dbg:this is test timer
[ 2399.753059]      45200-dbg:test timer over
[ 2399.753081]      45201-dbg:this is tx_work_queue
[ 2399.753082]      45202-dbg:tx_work_queue looping...
[ 2399.753084]      45203-dbg:tx_work_queue looping end-1
[ 2399.753085]      45204-dbg:tx_work_queue over
[ 2399.765020]      45205-dbg:this is test timer
[ 2399.765026]      45206-dbg:test timer over
[ 2399.765045]      45207-dbg:this is tx_work_queue
[ 2399.765047]      45208-dbg:tx_work_queue looping...
[ 2399.765048]      45209-dbg:tx_work_queue looping end-1
[ 2399.765050]      45210-dbg:tx_work_queue over
[ 2399.777035]      45211-dbg:this is test timer
[ 2399.777052]      45212-dbg:test timer over
[ 2399.777080]      45213-dbg:this is tx_work_queue
[ 2399.777081]      45214-dbg:tx_work_queue looping...
[ 2399.777083]      45215-dbg:tx_work_queue looping end-1
[ 2399.777085]      45216-dbg:tx_work_queue over
[ 2399.789019]      45217-dbg:this is test timer
[ 2399.789025]      45218-dbg:test timer over
[ 2399.789040]      45219-dbg:this is tx_work_queue
[ 2399.789042]      45220-dbg:tx_work_queue looping...
[ 2399.789043]      45221-dbg:tx_work_queue looping end-1
[ 2399.789045]      45222-dbg:tx_work_queue over
[ 2399.801033]      45223-dbg:this is test timer
[ 2399.801039]      45224-dbg:test timer over
[ 2399.801058]      45225-dbg:this is tx_work_queue
[ 2399.801059]      45226-dbg:tx_work_queue looping...
[ 2399.801061]      45227-dbg:tx_work_queue looping end-1
[ 2399.801062]      45228-dbg:tx_work_queue over
[ 2399.813046]      45229-dbg:this is test timer
[ 2399.813051]      45230-dbg:test timer over
[ 2399.813066]      45231-dbg:this is tx_work_queue
[ 2399.813067]      45232-dbg:tx_work_queue looping...
[ 2399.813069]      45233-dbg:tx_work_queue looping end-1
[ 2399.813070]      45234-dbg:tx_work_queue over
[ 2399.825023]      45235-dbg:this is test timer
[ 2399.825027]      45236-dbg:test timer over
[ 2399.825040]      45237-dbg:this is tx_work_queue
[ 2399.825041]      45238-dbg:tx_work_queue looping...
[ 2399.825043]      45239-dbg:tx_work_queue looping end-1
[ 2399.825044]      45240-dbg:tx_work_queue over
[ 2399.837030]      45241-dbg:this is test timer
[ 2399.837036]      45242-dbg:test timer over
[ 2399.837055]      45243-dbg:this is tx_work_queue
[ 2399.837057]      45244-dbg:tx_work_queue looping...
[ 2399.837059]      45245-dbg:tx_work_queue looping end-1
[ 2399.837060]      45246-dbg:tx_work_queue over
[ 2399.849017]      45247-dbg:this is test timer
[ 2399.849022]      45248-dbg:test timer over
[ 2399.849036]      45249-dbg:this is tx_work_queue
[ 2399.849038]      45250-dbg:tx_work_queue looping...
[ 2399.849040]      45251-dbg:tx_work_queue looping end-1
[ 2399.849041]      45252-dbg:tx_work_queue over
[ 2399.861034]      45253-dbg:this is test timer
[ 2399.861040]      45254-dbg:test timer over
[ 2399.861058]      45255-dbg:this is tx_work_queue
[ 2399.861060]      45256-dbg:tx_work_queue looping...
[ 2399.861061]      45257-dbg:tx_work_queue looping end-1
[ 2399.861062]      45258-dbg:tx_work_queue over
[ 2399.873048]      45259-dbg:this is test timer
[ 2399.873053]      45260-dbg:test timer over
[ 2399.873068]      45261-dbg:this is tx_work_queue
[ 2399.873069]      45262-dbg:tx_work_queue looping...
[ 2399.873071]      45263-dbg:tx_work_queue looping end-1
[ 2399.873072]      45264-dbg:tx_work_queue over
[ 2399.885055]      45265-dbg:this is test timer
[ 2399.885059]      45266-dbg:test timer over
[ 2399.885073]      45267-dbg:this is tx_work_queue
[ 2399.885074]      45268-dbg:tx_work_queue looping...
[ 2399.885076]      45269-dbg:tx_work_queue looping end-1
[ 2399.885077]      45270-dbg:tx_work_queue over
[ 2399.897038]      45271-dbg:this is test timer
[ 2399.897044]      45272-dbg:test timer over
[ 2399.897063]      45273-dbg:this is tx_work_queue
[ 2399.897065]      45274-dbg:tx_work_queue looping...
[ 2399.897066]      45275-dbg:tx_work_queue looping end-1
[ 2399.897068]      45276-dbg:tx_work_queue over
[ 2399.909024]      45277-dbg:this is test timer
[ 2399.909030]      45278-dbg:test timer over
[ 2399.909044]      45279-dbg:this is tx_work_queue
[ 2399.909045]      45280-dbg:tx_work_queue looping...
[ 2399.909047]      45281-dbg:tx_work_queue looping end-1
[ 2399.909048]      45282-dbg:tx_work_queue over
[ 2399.921024]      45283-dbg:this is test timer
[ 2399.921029]      45284-dbg:test timer over
[ 2399.921042]      45285-dbg:this is tx_work_queue
[ 2399.921044]      45286-dbg:tx_work_queue looping...
[ 2399.921045]      45287-dbg:tx_work_queue looping end-1
[ 2399.921046]      45288-dbg:tx_work_queue over
[ 2399.933040]      45289-dbg:this is test timer
[ 2399.933045]      45290-dbg:test timer over
[ 2399.933064]      45291-dbg:this is tx_work_queue
[ 2399.933065]      45292-dbg:tx_work_queue looping...
[ 2399.933067]      45293-dbg:tx_work_queue looping end-1
[ 2399.933068]      45294-dbg:tx_work_queue over
[ 2399.945048]      45295-dbg:this is test timer
[ 2399.945055]      45296-dbg:test timer over
[ 2399.945075]      45297-dbg:this is tx_work_queue
[ 2399.945076]      45298-dbg:tx_work_queue looping...
[ 2399.945078]      45299-dbg:tx_work_queue looping end-1
[ 2399.945080]      45300-dbg:tx_work_queue over
[ 2399.957067]      45301-dbg:this is test timer
[ 2399.957073]      45302-dbg:test timer over
[ 2399.957091]      45303-dbg:this is tx_work_queue
[ 2399.957093]      45304-dbg:tx_work_queue looping...
[ 2399.957094]      45305-dbg:tx_work_queue looping end-1
[ 2399.957096]      45306-dbg:tx_work_queue over
[ 2399.969031]      45307-dbg:this is test timer
[ 2399.969037]      45308-dbg:test timer over
[ 2399.969054]      45309-dbg:this is tx_work_queue
[ 2399.969055]      45310-dbg:tx_work_queue looping...
[ 2399.969057]      45311-dbg:tx_work_queue looping end-1
[ 2399.969058]      45312-dbg:tx_work_queue over
[ 2399.981040]      45313-dbg:this is test timer
[ 2399.981045]      45314-dbg:test timer over
[ 2399.981065]      45315-dbg:this is tx_work_queue
[ 2399.981066]      45316-dbg:tx_work_queue looping...
[ 2399.981068]      45317-dbg:tx_work_queue looping end-1
[ 2399.981069]      45318-dbg:tx_work_queue over
[ 2399.993034]      45319-dbg:this is test timer
[ 2399.993040]      45320-dbg:test timer over
[ 2399.993058]      45321-dbg:this is tx_work_queue
[ 2399.993060]      45322-dbg:tx_work_queue looping...
[ 2399.993061]      45323-dbg:tx_work_queue looping end-1
[ 2399.993063]      45324-dbg:tx_work_queue over
[ 2400.005026]      45325-dbg:this is test timer
[ 2400.005030]      45326-dbg:test timer over
[ 2400.005044]      45327-dbg:this is tx_work_queue
[ 2400.005045]      45328-dbg:tx_work_queue looping...
[ 2400.005047]      45329-dbg:tx_work_queue looping end-1
[ 2400.005048]      45330-dbg:tx_work_queue over
[ 2400.017050]      45331-dbg:this is test timer
[ 2400.017057]      45332-dbg:test timer over
[ 2400.017079]      45333-dbg:this is tx_work_queue
[ 2400.017080]      45334-dbg:tx_work_queue looping...
[ 2400.017082]      45335-dbg:tx_work_queue looping end-1
[ 2400.017083]      45336-dbg:tx_work_queue over
[ 2400.029025]      45337-dbg:this is test timer
[ 2400.029030]      45338-dbg:test timer over
[ 2400.029045]      45339-dbg:this is tx_work_queue
[ 2400.029046]      45340-dbg:tx_work_queue looping...
[ 2400.029048]      45341-dbg:tx_work_queue looping end-1
[ 2400.029049]      45342-dbg:tx_work_queue over
[ 2400.041041]      45343-dbg:this is test timer
[ 2400.041046]      45344-dbg:test timer over
[ 2400.041066]      45345-dbg:this is tx_work_queue
