[ 1932.084780]       6646-dbg: before sleep
[ 1985.512796]      20002-dbg:dbg_thread looping...
[ 1985.512798]      20003-dbg:dbg_thread looping end
[ 1985.512800]      20004-dbg: before sleep
[ 1985.528783]      20005-dbg: after sleep
[ 1985.528787]      20006-dbg:dbg_thread looping...
[ 1985.528789]      20007-dbg:dbg_thread looping end
[ 1985.528791]      20008-dbg: before sleep
[ 1985.544782]      20009-dbg: after sleep
[ 1985.544786]      20010-dbg:dbg_thread looping...
[ 1985.544788]      20011-dbg:dbg_thread looping end
[ 1985.544789]      20012-dbg: before sleep
[ 1985.548797]      20013-dbg:this is test timer
[ 1985.548808]      20014-dbg:test timer over
[ 1985.548829]      20015-dbg:this is tx_work_queue
[ 1985.548837]      20016-dbg:tx_work_queue looping...
[ 1985.560853]      20017-dbg: after sleep
[ 1985.560857]      20018-dbg:dbg_thread looping...
[ 1985.560860]      20019-dbg:dbg_thread looping end
[ 1985.560862]      20020-dbg: before sleep
[ 1985.576791]      20021-dbg: after sleep
[ 1985.576795]      20022-dbg:dbg_thread looping...
[ 1985.576798]      20023-dbg:dbg_thread looping end
[ 1985.576799]      20024-dbg: before sleep
[ 1985.592760]      20025-dbg: after sleep
[ 1985.592762]      20026-dbg:dbg_thread looping...
[ 1985.592764]      20027-dbg:dbg_thread looping end
[ 1985.592765]      20028-dbg: before sleep
[ 1985.608765]      20029-dbg: after sleep
[ 1985.608768]      20030-dbg:dbg_thread looping...
[ 1985.608769]      20031-dbg:dbg_thread looping end
[ 1985.608771]      20032-dbg: before sleep
[ 1985.624770]      20033-dbg: after sleep
[ 1985.624772]      20034-dbg:dbg_thread looping...
[ 1985.624773]      20035-dbg:dbg_thread looping end
[ 1985.624775]      20036-dbg: before sleep
[ 1985.640787]      20037-dbg: after sleep
[ 1985.640789]      20038-dbg:dbg_thread looping...
[ 1985.640790]      20039-dbg:dbg_thread looping end
[ 1985.640792]      20040-dbg: before sleep
[ 1985.656768]      20041-dbg: after sleep
[ 1985.656771]      20042-dbg:dbg_thread looping...
[ 1985.656772]      20043-dbg:dbg_thread looping end
[ 1985.656774]      20044-dbg: before sleep
[ 1985.672791]      20045-dbg: after sleep
[ 1985.672795]      20046-dbg:dbg_thread looping...
[ 1985.672797]      20047-dbg:dbg_thread looping end
[ 1985.672799]      20048-dbg: before sleep
[ 1985.688760]      20049-dbg: after sleep
[ 1985.688762]      20050-dbg:dbg_thread looping...
[ 1985.688764]      20051-dbg:dbg_thread looping end
[ 1985.688765]      20052-dbg: before sleep
[ 1985.704762]      20053-dbg: after sleep
[ 1985.704764]      20054-dbg:dbg_thread looping...
[ 1985.704765]      20055-dbg:dbg_thread looping end
[ 1985.704767]      20056-dbg: before sleep
[ 1985.720766]      20057-dbg: after sleep
[ 1985.720768]      20058-dbg:dbg_thread looping...
[ 1985.720770]      20059-dbg:dbg_thread looping end
[ 1985.720771]      20060-dbg: before sleep
[ 1985.736788]      20061-dbg: after sleep
[ 1985.736792]      20062-dbg:dbg_thread looping...
[ 1985.736794]      20063-dbg:dbg_thread looping end
[ 1985.736795]      20064-dbg: before sleep
[ 1985.752765]      20065-dbg: after sleep
[ 1985.752768]      20066-dbg:dbg_thread looping...
[ 1985.752769]      20067-dbg:dbg_thread looping end
[ 1985.752771]      20068-dbg: before sleep
[ 1985.768780]      20069-dbg: after sleep
[ 1985.768782]      20070-dbg:dbg_thread looping...
[ 1985.768784]      20071-dbg:dbg_thread looping end
[ 1985.768785]      20072-dbg: before sleep
[ 1985.784757]      20073-dbg: after sleep
[ 1985.784760]      20074-dbg:dbg_thread looping...
[ 1985.784761]      20075-dbg:dbg_thread looping end
[ 1985.784763]      20076-dbg: before sleep
[ 1985.800770]      20077-dbg: after sleep
[ 1985.800773]      20078-dbg:dbg_thread looping...
[ 1985.800774]      20079-dbg:dbg_thread looping end
[ 1985.800775]      20080-dbg: before sleep
[ 1985.816764]      20081-dbg: after sleep
[ 1985.816767]      20082-dbg:dbg_thread looping...
[ 1985.816768]      20083-dbg:dbg_thread looping end
[ 1985.816769]      20084-dbg: before sleep
[ 1985.832775]      20085-dbg: after sleep
[ 1985.832777]      20086-dbg:dbg_thread looping...
[ 1985.832779]      20087-dbg:dbg_thread looping end
[ 1985.832780]      20088-dbg: before sleep
[ 1985.848815]      20089-dbg: after sleep
[ 1985.848818]      20090-dbg:dbg_thread looping...
[ 1985.848819]      20091-dbg:dbg_thread looping end
[ 1985.848820]      20092-dbg: before sleep
[ 1985.864771]      20093-dbg: after sleep
[ 1985.864773]      20094-dbg:dbg_thread looping...
[ 1985.864774]      20095-dbg:dbg_thread looping end
[ 1985.864776]      20096-dbg: before sleep
[ 1985.880815]      20097-dbg: after sleep
[ 1985.880817]      20098-dbg:dbg_thread looping...
[ 1985.880819]      20099-dbg:dbg_thread looping end
[ 1985.880820]      20100-dbg: before sleep
[ 1985.896771]      20101-dbg: after sleep
[ 1985.896774]      20102-dbg:dbg_thread looping...
[ 1985.896775]      20103-dbg:dbg_thread looping end
[ 1985.896777]      20104-dbg: before sleep
[ 1985.912797]      20105-dbg: after sleep
[ 1985.912802]      20106-dbg:dbg_thread looping...
[ 1985.912803]      20107-dbg:dbg_thread looping end
[ 1985.912805]      20108-dbg: before sleep
[ 1985.928774]      20109-dbg: after sleep
[ 1985.928777]      20110-dbg:dbg_thread looping...
[ 1985.928778]      20111-dbg:dbg_thread looping end
[ 1985.928779]      20112-dbg: before sleep
[ 1985.944777]      20113-dbg: after sleep
[ 1985.944780]      20114-dbg:dbg_thread looping...
[ 1985.944781]      20115-dbg:dbg_thread looping end
[ 1985.944782]      20116-dbg: before sleep
[ 1985.960771]      20117-dbg: after sleep
[ 1985.960774]      20118-dbg:dbg_thread looping...
[ 1985.960775]      20119-dbg:dbg_thread looping end
[ 1985.960777]      20120-dbg: before sleep
[ 1985.976779]      20121-dbg: after sleep
[ 1985.976782]      20122-dbg:dbg_thread looping...
[ 1985.976783]      20123-dbg:dbg_thread looping end
[ 1985.976784]      20124-dbg: before sleep
[ 1985.992796]      20125-dbg: after sleep
[ 1985.992798]      20126-dbg:dbg_thread looping...
[ 1985.992800]      20127-dbg:dbg_thread looping end
[ 1985.992801]      20128-dbg: before sleep
[ 1986.008793]      20129-dbg: after sleep
[ 1986.008796]      20130-dbg:dbg_thread looping...
[ 1986.008797]      20131-dbg:dbg_thread looping end
[ 1986.008799]      20132-dbg: before sleep
[ 1986.024797]      20133-dbg: after sleep
[ 1986.024800]      20134-dbg:dbg_thread looping...
[ 1986.024802]      20135-dbg:dbg_thread looping end
[ 1986.024803]      20136-dbg: before sleep
[ 1986.040798]      20137-dbg: after sleep
[ 1986.040800]      20138-dbg:dbg_thread looping...
[ 1986.040802]      20139-dbg:dbg_thread looping end
[ 1986.040803]      20140-dbg: before sleep
[ 1986.056799]      20141-dbg: after sleep
[ 1986.056802]      20142-dbg:dbg_thread looping...
[ 1986.056804]      20143-dbg:dbg_thread looping end
[ 1986.056805]      20144-dbg: before sleep
[ 1986.072801]      20145-dbg: after sleep
[ 1986.072804]      20146-dbg:dbg_thread looping...
[ 1986.072806]      20147-dbg:dbg_thread looping end
[ 1986.072807]      20148-dbg: before sleep
[ 1986.088798]      20149-dbg: after sleep
[ 1986.088801]      20150-dbg:dbg_thread looping...
[ 1986.088802]      20151-dbg:dbg_thread looping end
[ 1986.088803]      20152-dbg: before sleep
[ 1986.104805]      20153-dbg: after sleep
[ 1986.104808]      20154-dbg:dbg_thread looping...
[ 1986.104809]      20155-dbg:dbg_thread looping end
[ 1986.104811]      20156-dbg: before sleep
[ 1986.120826]      20157-dbg: after sleep
[ 1986.120829]      20158-dbg:dbg_thread looping...
[ 1986.120831]      20159-dbg:dbg_thread looping end
[ 1986.120832]      20160-dbg: before sleep
[ 1986.136802]      20161-dbg: after sleep
[ 1986.136804]      20162-dbg:dbg_thread looping...
[ 1986.136806]      20163-dbg:dbg_thread looping end
[ 1986.136807]      20164-dbg: before sleep
[ 1986.152821]      20165-dbg: after sleep
[ 1986.152823]      20166-dbg:dbg_thread looping...
[ 1986.152825]      20167-dbg:dbg_thread looping end
[ 1986.152826]      20168-dbg: before sleep
[ 1986.168808]      20169-dbg: after sleep
[ 1986.168811]      20170-dbg:dbg_thread looping...
[ 1986.168813]      20171-dbg:dbg_thread looping end
[ 1986.168814]      20172-dbg: before sleep
[ 1986.184799]      20173-dbg: after sleep
[ 1986.184802]      20174-dbg:dbg_thread looping...
[ 1986.184804]      20175-dbg:dbg_thread looping end
[ 1986.184805]      20176-dbg: before sleep
[ 1986.200804]      20177-dbg: after sleep
[ 1986.200807]      20178-dbg:dbg_thread looping...
[ 1986.200809]      20179-dbg:dbg_thread looping end
[ 1986.200810]      20180-dbg: before sleep
[ 1986.216804]      20181-dbg: after sleep
[ 1986.216807]      20182-dbg:dbg_thread looping...
[ 1986.216808]      20183-dbg:dbg_thread looping end
[ 1986.216810]      20184-dbg: before sleep
[ 1986.232808]      20185-dbg: after sleep
[ 1986.232810]      20186-dbg:dbg_thread looping...
[ 1986.232812]      20187-dbg:dbg_thread looping end
[ 1986.232813]      20188-dbg: before sleep
[ 1986.248801]      20189-dbg: after sleep
[ 1986.248803]      20190-dbg:dbg_thread looping...
[ 1986.248804]      20191-dbg:dbg_thread looping end
[ 1986.248805]      20192-dbg: before sleep
[ 1986.264807]      20193-dbg: after sleep
[ 1986.264810]      20194-dbg:dbg_thread looping...
[ 1986.264812]      20195-dbg:dbg_thread looping end
[ 1986.264813]      20196-dbg: before sleep
[ 1986.270781]      20197-dbg:tx_work_queue looping end-499999999
[ 1986.270784]      20198-dbg:tx_work_queue over
[ 1986.280786]      20199-dbg: after sleep
[ 1986.280789]      20200-dbg:dbg_thread looping...
[ 1986.280791]      20201-dbg:dbg_thread looping end
[ 1986.280792]      20202-dbg: before sleep
[ 1986.296799]      20203-dbg: after sleep
[ 1986.296801]      20204-dbg:dbg_thread looping...
[ 1986.296802]      20205-dbg:dbg_thread looping end
[ 1986.296804]      20206-dbg: before sleep
[ 1986.312806]      20207-dbg: after sleep
[ 1986.312811]      20208-dbg:dbg_thread looping...
[ 1986.312813]      20209-dbg:dbg_thread looping end
[ 1986.312815]      20210-dbg: before sleep
[ 1986.328813]      20211-dbg: after sleep
[ 1986.328817]      20212-dbg:dbg_thread looping...
[ 1986.328819]      20213-dbg:dbg_thread looping end
[ 1986.328821]      20214-dbg: before sleep
[ 1986.344815]      20215-dbg: after sleep
[ 1986.344818]      20216-dbg:dbg_thread looping...
[ 1986.344821]      20217-dbg:dbg_thread looping end
[ 1986.344822]      20218-dbg: before sleep
[ 1986.360894]      20219-dbg: after sleep
[ 1986.360899]      20220-dbg:dbg_thread looping...
[ 1986.360902]      20221-dbg:dbg_thread looping end
[ 1986.360904]      20222-dbg: before sleep
[ 1986.376843]      20223-dbg: after sleep
[ 1986.376847]      20224-dbg:dbg_thread looping...
[ 1986.376849]      20225-dbg:dbg_thread looping end
[ 1986.376851]      20226-dbg: before sleep
[ 1986.392835]      20227-dbg: after sleep
[ 1986.392838]      20228-dbg:dbg_thread looping...
[ 1986.392840]      20229-dbg:dbg_thread looping end
[ 1986.392842]      20230-dbg: before sleep
[ 1986.408833]      20231-dbg: after sleep
[ 1986.408837]      20232-dbg:dbg_thread looping...
[ 1986.408839]      20233-dbg:dbg_thread looping end
[ 1986.408841]      20234-dbg: before sleep
[ 1986.424823]      20235-dbg: after sleep
[ 1986.424826]      20236-dbg:dbg_thread looping...
[ 1986.424829]      20237-dbg:dbg_thread looping end
[ 1986.424831]      20238-dbg: before sleep
[ 1986.440820]      20239-dbg: after sleep
[ 1986.440824]      20240-dbg:dbg_thread looping...
[ 1986.440826]      20241-dbg:dbg_thread looping end
[ 1986.440828]      20242-dbg: before sleep
[ 1986.456831]      20243-dbg: after sleep
[ 1986.456835]      20244-dbg:dbg_thread looping...
[ 1986.456837]      20245-dbg:dbg_thread looping end
[ 1986.456839]      20246-dbg: before sleep
[ 1986.472820]      20247-dbg: after sleep
[ 1986.472824]      20248-dbg:dbg_thread looping...
[ 1986.472826]      20249-dbg:dbg_thread looping end
[ 1986.472828]      20250-dbg: before sleep
[ 1986.488824]      20251-dbg: after sleep
[ 1986.488827]      20252-dbg:dbg_thread looping...
[ 1986.488829]      20253-dbg:dbg_thread looping end
[ 1986.488830]      20254-dbg: before sleep
[ 1986.504824]      20255-dbg: after sleep
[ 1986.504827]      20256-dbg:dbg_thread looping...
[ 1986.504830]      20257-dbg:dbg_thread looping end
[ 1986.504832]      20258-dbg: before sleep
[ 1986.520824]      20259-dbg: after sleep
[ 1986.520828]      20260-dbg:dbg_thread looping...
[ 1986.520830]      20261-dbg:dbg_thread looping end
[ 1986.520832]      20262-dbg: before sleep
[ 1986.536844]      20263-dbg: after sleep
[ 1986.536848]      20264-dbg:dbg_thread looping...
[ 1986.536850]      20265-dbg:dbg_thread looping end
[ 1986.536852]      20266-dbg: before sleep
[ 1986.552823]      20267-dbg: after sleep
[ 1986.552827]      20268-dbg:dbg_thread looping...
[ 1986.552829]      20269-dbg:dbg_thread looping end
[ 1986.552831]      20270-dbg: before sleep
[ 1986.568832]      20271-dbg: after sleep
[ 1986.568835]      20272-dbg:dbg_thread looping...
[ 1986.568837]      20273-dbg:dbg_thread looping end
[ 1986.568839]      20274-dbg: before sleep
[ 1986.584833]      20275-dbg: after sleep
[ 1986.584837]      20276-dbg:dbg_thread looping...
[ 1986.584840]      20277-dbg:dbg_thread looping end
[ 1986.584842]      20278-dbg: before sleep
[ 1986.600848]      20279-dbg: after sleep
[ 1986.600851]      20280-dbg:dbg_thread looping...
[ 1986.600853]      20281-dbg:dbg_thread looping end
[ 1986.600855]      20282-dbg: before sleep
[ 1986.616846]      20283-dbg: after sleep
[ 1986.616850]      20284-dbg:dbg_thread looping...
[ 1986.616852]      20285-dbg:dbg_thread looping end
[ 1986.616854]      20286-dbg: before sleep
[ 1986.632838]      20287-dbg: after sleep
[ 1986.632841]      20288-dbg:dbg_thread looping...
[ 1986.632843]      20289-dbg:dbg_thread looping end
[ 1986.632845]      20290-dbg: before sleep
[ 1986.648844]      20291-dbg: after sleep
[ 1986.648848]      20292-dbg:dbg_thread looping...
[ 1986.648850]      20293-dbg:dbg_thread looping end
[ 1986.648851]      20294-dbg: before sleep
[ 1986.664826]      20295-dbg: after sleep
[ 1986.664830]      20296-dbg:dbg_thread looping...
[ 1986.664832]      20297-dbg:dbg_thread looping end
[ 1986.664834]      20298-dbg: before sleep
[ 1986.680832]      20299-dbg: after sleep
[ 1986.680836]      20300-dbg:dbg_thread looping...
[ 1986.680838]      20301-dbg:dbg_thread looping end
[ 1986.680840]      20302-dbg: before sleep
[ 1986.696847]      20303-dbg: after sleep
[ 1986.696852]      20304-dbg:dbg_thread looping...
[ 1986.696854]      20305-dbg:dbg_thread looping end
[ 1986.696856]      20306-dbg: before sleep
[ 1986.712832]      20307-dbg: after sleep
[ 1986.712835]      20308-dbg:dbg_thread looping...
[ 1986.712838]      20309-dbg:dbg_thread looping end
[ 1986.712840]      20310-dbg: before sleep
[ 1986.728856]      20311-dbg: after sleep
[ 1986.728860]      20312-dbg:dbg_thread looping...
[ 1986.728862]      20313-dbg:dbg_thread looping end
[ 1986.728864]      20314-dbg: before sleep
[ 1986.744868]      20315-dbg: after sleep
[ 1986.744874]      20316-dbg:dbg_thread looping...
[ 1986.744877]      20317-dbg:dbg_thread looping end
[ 1986.744879]      20318-dbg: before sleep
[ 1986.760846]      20319-dbg: after sleep
[ 1986.760849]      20320-dbg:dbg_thread looping...
[ 1986.760851]      20321-dbg:dbg_thread looping end
[ 1986.760853]      20322-dbg: before sleep
[ 1986.776864]      20323-dbg: after sleep
[ 1986.776869]      20324-dbg:dbg_thread looping...
[ 1986.776871]      20325-dbg:dbg_thread looping end
[ 1986.776873]      20326-dbg: before sleep
[ 1986.792836]      20327-dbg: after sleep
[ 1986.792840]      20328-dbg:dbg_thread looping...
[ 1986.792842]      20329-dbg:dbg_thread looping end
[ 1986.792844]      20330-dbg: before sleep
[ 1986.808838]      20331-dbg: after sleep
[ 1986.808842]      20332-dbg:dbg_thread looping...
[ 1986.808845]      20333-dbg:dbg_thread looping end
[ 1986.808846]      20334-dbg: before sleep
[ 1986.824822]      20335-dbg: after sleep
[ 1986.824825]      20336-dbg:dbg_thread looping...
[ 1986.824827]      20337-dbg:dbg_thread looping end
[ 1986.824829]      20338-dbg: before sleep
[ 1986.840845]      20339-dbg: after sleep
[ 1986.840848]      20340-dbg:dbg_thread looping...
[ 1986.840851]      20341-dbg:dbg_thread looping end
[ 1986.840853]      20342-dbg: before sleep
[ 1986.856853]      20343-dbg: after sleep
[ 1986.856857]      20344-dbg:dbg_thread looping...
[ 1986.856859]      20345-dbg:dbg_thread looping end
[ 1986.856861]      20346-dbg: before sleep
[ 1986.872856]      20347-dbg: after sleep
[ 1986.872860]      20348-dbg:dbg_thread looping...
[ 1986.872862]      20349-dbg:dbg_thread looping end
[ 1986.872864]      20350-dbg: before sleep
[ 1986.888851]      20351-dbg: after sleep
[ 1986.888856]      20352-dbg:dbg_thread looping...
[ 1986.888858]      20353-dbg:dbg_thread looping end
[ 1986.888860]      20354-dbg: before sleep
[ 1986.904830]      20355-dbg: after sleep
[ 1986.904834]      20356-dbg:dbg_thread looping...
[ 1986.904836]      20357-dbg:dbg_thread looping end
[ 1986.904838]      20358-dbg: before sleep
[ 1986.920832]      20359-dbg: after sleep
[ 1986.920836]      20360-dbg:dbg_thread looping...
[ 1986.920838]      20361-dbg:dbg_thread looping end
[ 1986.920840]      20362-dbg: before sleep
[ 1986.936880]      20363-dbg: after sleep
[ 1986.936886]      20364-dbg:dbg_thread looping...
[ 1986.936889]      20365-dbg:dbg_thread looping end
[ 1986.936892]      20366-dbg: before sleep
[ 1986.952833]      20367-dbg: after sleep
[ 1986.952837]      20368-dbg:dbg_thread looping...
